Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
172.16.0.1-192.168.10.50-15507-80-6,172.16.0.1,15507,192.168.10.50,80,6,7/7/2017 3:57,3171009,4,0,24,0,6,6,6,0,0,0,0,0,7.568568869,1.261428145,1057003,1829793.987,3169867,3,3171009,1057003,1829793.987,3169867,3,0,0,0,0,0,0,0,0,0,80,0,1.261428145,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15508-80-6,172.16.0.1,15508,192.168.10.50,80,6,7/7/2017 3:57,1636561,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,7108.198228,5.499336719,204570.125,578054.5508,1635182,48,978,489,605.2834047,917,61,1636479,327295.8,731130.7211,1635182,48,0,0,0,0,72,132,1.83311224,3.666224479,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15508-80-6,172.16.0.1,15508,192.168.10.50,80,6,7/7/2017 3:57,3170999,5,0,30,0,6,6,6,0,0,0,0,0,9.460740921,1.576790154,792749.75,1584818.906,3169978,0,3170999,792749.75,1584818.906,3169978,0,0,0,0,0,0,0,0,0,0,100,0,1.576790154,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15509-80-6,172.16.0.1,15509,192.168.10.50,80,6,7/7/2017 3:57,1636591,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,7108.067929,4.277183487,272765.1667,667538.3574,1635372,18,939,469.5,526.794552,842,97,1636573,545524.3333,943835.8584,1635372,182,0,0,0,0,72,92,1.833078637,2.44410485,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15509-80-6,172.16.0.1,15509,192.168.10.50,80,6,7/7/2017 3:57,3168946,5,0,30,0,6,6,6,0,0,0,0,0,9.466870057,1.577811676,792236.5,1583802.403,3167940,1,3168946,792236.5,1583802.403,3167940,1,0,0,0,0,0,0,0,0,0,100,0,1.577811676,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15510-80-6,172.16.0.1,15510,192.168.10.50,80,6,7/7/2017 3:57,1636771,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,7107.286236,4.88767213,233824.4286,618085.3036,1635510,4,970,485,550.1290758,874,96,1636723,409180.75,817552.9527,1635510,4,0,0,0,0,72,112,1.832877049,3.054795081,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15510-80-6,172.16.0.1,15510,192.168.10.50,80,6,7/7/2017 3:57,3166948,4,0,24,0,6,6,6,0,0,0,0,0,7.578274099,1.263045683,1055649.333,1828434.816,3166944,1,3166948,1055649.333,1828434.816,3166944,1,0,0,0,0,0,0,0,0,0,80,0,1.263045683,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15511-80-6,172.16.0.1,15511,192.168.10.50,80,6,7/7/2017 3:57,1636554,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,7108.228632,4.888320214,233793.4286,618061.4613,1635425,3,839,419.5,348.6036431,666,173,1636506,409126.5,817532.4223,1635425,3,0,0,0,0,72,112,1.83312008,3.055200134,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15511-80-6,172.16.0.1,15511,192.168.10.50,80,6,7/7/2017 3:57,3166999,4,0,24,0,6,6,6,0,0,0,0,0,7.578152061,1.263025344,1055666.333,1828465.993,3166997,1,3166999,1055666.333,1828465.993,3166997,1,0,0,0,0,0,0,0,0,0,80,0,1.263025344,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15512-80-6,172.16.0.1,15512,192.168.10.50,80,6,7/7/2017 3:57,1029964,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2375.523332,11294.56952,8.738169489,128745.5,363664.1065,1028768,6,901,450.5,543.7651147,835,66,1029943,205988.6,459947.7981,1028768,47,0,0,0,0,72,132,2.912723163,5.825446326,0,5840,1163.3,2031.339572,4126340.456,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15513-80-6,172.16.0.1,15513,192.168.10.50,80,6,7/7/2017 3:57,891023,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,13055.7797,10.10074936,111377.875,314490.9985,889703,18,1041,520.5,668.2159082,993,48,890975,178195,397745.2731,889703,18,0,0,0,0,72,132,3.366916454,6.733832909,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15514-80-6,172.16.0.1,15514,192.168.10.50,80,6,7/7/2017 3:57,49125,3,6,26,11601,20,0,8.666666667,10.26320288,5755,0,1933.5,2166.985348,236681.9338,183.2061069,6140.625,14594.69025,41805,12,6874,3437,4710.745376,6768,106,49061,9812.2,18133.35638,41805,12,0,0,0,0,72,132,61.06870229,122.1374046,0,5755,1162.7,1897.114303,3599042.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15515-80-6,172.16.0.1,15515,192.168.10.50,80,6,7/7/2017 3:57,49161,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1548.670905,236508.6146,203.4132748,5462.333333,13777.63533,41742,46,6843,3421.5,4673.268717,6726,117,49115,8185.833333,16658.51527,41742,49,0,0,0,0,72,152,61.02398243,142.3892923,0,4380,1057,1460.382073,2132715.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15516-80-6,172.16.0.1,15516,192.168.10.50,80,6,7/7/2017 3:57,49127,3,5,26,11601,20,0,8.666666667,10.26320288,5755,0,2320.2,2411.235202,236672.2983,162.843243,7018.142857,15531.52504,41799,67,6930,3465,4688.117959,6780,150,49048,12262,19954.52976,41799,67,0,0,0,0,72,112,61.06621613,101.7770269,0,5755,1291.888889,2096.202068,4394063.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15517-80-6,172.16.0.1,15517,192.168.10.50,80,6,7/7/2017 3:57,51341,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,226466.1771,155.8208839,7334.428571,16190.28727,43630,94,6977,3488.5,4735.494114,6837,140,51247,12811.75,20785.50367,43630,194,0,0,0,0,72,112,58.43283146,97.38805243,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15519-80-6,172.16.0.1,15519,192.168.10.50,80,6,7/7/2017 3:57,50232,3,7,26,11601,20,0,8.666666667,10.26320288,2920,0,1657.285714,1299.172136,231465.9978,199.076286,5581.333333,14393.19218,43644,17,6004,3002,3898.986791,5759,245,50193,8365.5,17448.1159,43644,17,0,0,0,0,72,152,59.72288581,139.3534002,0,2920,1057,1306.290856,1706395.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15520-80-6,172.16.0.1,15520,192.168.10.50,80,6,7/7/2017 3:57,310909,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,37416.09281,22.51462647,51818.16667,126449.6893,309932,5,877,438.5,423.5569619,738,139,310863,103621,178671.1605,309932,5,0,0,0,0,72,92,9.649125628,12.86550084,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15520-80-6,172.16.0.1,15520,192.168.10.50,80,6,7/7/2017 3:57,2880898,5,0,30,0,6,6,6,0,0,0,0,0,10.4134197,1.735569951,720224.5,1439805.071,2879932,1,2880898,720224.5,1439805.071,2879932,1,0,0,0,0,0,0,0,0,0,100,0,1.735569951,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15521-80-6,172.16.0.1,15521,192.168.10.50,80,6,7/7/2017 3:57,311167,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,37385.06975,22.49595876,51861.16667,126554.5126,310189,6,859,429.5,359.9173516,684,175,311152,103717.3333,178810.3407,310189,6,0,0,0,0,72,92,9.641125184,12.85483358,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15521-80-6,172.16.0.1,15521,192.168.10.50,80,6,7/7/2017 3:57,2877962,5,0,30,0,6,6,6,0,0,0,0,0,10.42404312,1.737340521,719490.5,1438305.745,2876949,2,2877962,719490.5,1438305.745,2876949,2,0,0,0,0,0,0,0,0,0,100,0,1.737340521,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15522-80-6,172.16.0.1,15522,192.168.10.50,80,6,7/7/2017 3:57,311338,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,37364.53629,22.48360303,51889.66667,126634.1181,310380,5,888,444,377.5950212,711,177,311292,103764,178935.2732,310380,5,0,0,0,0,72,92,9.63582987,12.84777316,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15522-80-6,172.16.0.1,15522,192.168.10.50,80,6,7/7/2017 3:57,2876107,5,0,30,0,6,6,6,0,0,0,0,0,10.43076631,1.738461052,719026.75,1437366.248,2875076,1,2876107,719026.75,1437366.248,2875076,1,0,0,0,0,0,0,0,0,0,100,0,1.738461052,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15523-80-6,172.16.0.1,15523,192.168.10.50,80,6,7/7/2017 3:57,310525,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,37462.36213,28.98317366,38815.625,109449.4868,309689,3,689,344.5,289.2066735,549,140,310471,62094.2,138410.0255,309689,3,0,0,0,0,72,132,9.661057886,19.32211577,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15523-80-6,172.16.0.1,15523,192.168.10.50,80,6,7/7/2017 3:57,2879984,5,0,30,0,6,6,6,0,0,0,0,0,10.41672454,1.736120756,719996,1439284.753,2878923,1,2879984,719996,1439284.753,2878923,1,0,0,0,0,0,0,0,0,0,100,0,1.736120756,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15524-80-6,172.16.0.1,15524,192.168.10.50,80,6,7/7/2017 3:57,310797,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,37429.57622,28.95780847,38849.625,109543.2268,309955,2,684,342,241.8305192,513,171,310770,62154,138525.297,309955,2,0,0,0,0,72,132,9.652602824,19.30520565,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15524-80-6,172.16.0.1,15524,192.168.10.50,80,6,7/7/2017 3:57,2876940,5,0,30,0,6,6,6,0,0,0,0,0,10.42774615,1.737957691,719235,1437798.743,2875933,4,2876940,719235,1437798.743,2875933,4,0,0,0,0,0,0,0,0,0,100,0,1.737957691,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15525-80-6,172.16.0.1,15525,192.168.10.50,80,6,7/7/2017 3:57,311224,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,37378.22276,25.70495849,44460.57143,117262.6611,310387,11,698,349,246.0731599,523,175,311209,77802.25,155056.8622,310387,11,0,0,0,0,72,112,9.639359432,16.06559905,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15525-80-6,172.16.0.1,15525,192.168.10.50,80,6,7/7/2017 3:57,2873955,4,0,24,0,6,6,6,0,0,0,0,0,8.350861444,1.391810241,957985,1658433.523,2872979,2,2873955,957985,1658433.523,2872979,2,0,0,0,0,0,0,0,0,0,80,0,1.391810241,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15526-80-6,172.16.0.1,15526,192.168.10.50,80,6,7/7/2017 3:57,311377,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,37359.85638,22.48078696,51896.16667,126715.2267,310552,7,777,388.5,480.1255044,728,49,311331,103777,179072.8114,310552,7,0,0,0,0,72,92,9.634622981,12.84616397,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15526-80-6,172.16.0.1,15526,192.168.10.50,80,6,7/7/2017 3:57,2872977,4,0,24,0,6,6,6,0,0,0,0,0,8.353704189,1.392284032,957659,1658712.312,2872975,1,2872977,957659,1658712.312,2872975,1,0,0,0,0,0,0,0,0,0,80,0,1.392284032,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15527-80-6,172.16.0.1,15527,192.168.10.50,80,6,7/7/2017 3:57,266377,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,43648.66336,30.03262294,38053.85714,89335.09634,239472,49,26114,13057,18326.79355,26016,98,266323,66580.75,115897.7759,239472,178,0,0,0,0,72,112,11.2622336,18.77038934,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15527-80-6,172.16.0.1,15527,192.168.10.50,80,6,7/7/2017 3:57,2874985,5,0,30,0,6,6,6,0,0,0,0,0,10.43483705,1.739139509,718746.25,1434166.84,2869995,4,2874985,718746.25,1434166.84,2869995,4,0,0,0,0,0,0,0,0,0,100,0,1.739139509,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15528-80-6,172.16.0.1,15528,192.168.10.50,80,6,7/7/2017 3:57,266376,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,43648.82722,26.27864372,44396,96114.05802,239458,50,26309,13154.5,18220.02043,26038,271,266320,88773.33333,131130.0498,239458,559,0,0,0,0,72,92,11.26227588,15.01636784,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15528-80-6,172.16.0.1,15528,192.168.10.50,80,6,7/7/2017 3:57,2874981,5,0,30,0,6,6,6,0,0,0,0,0,10.43485157,1.739141928,718745.25,1434133.504,2869944,3,2874981,718745.25,1434133.504,2869944,3,0,0,0,0,0,0,0,0,0,100,0,1.739141928,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15529-80-6,172.16.0.1,15529,192.168.10.50,80,6,7/7/2017 3:57,266266,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,43666.85946,30.04514283,38038,89341.75359,239458,4,26499,13249.5,18392.55449,26255,244,266081,66520.25,115949.7643,239458,133,0,0,0,0,72,112,11.26692856,18.77821427,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15529-80-6,172.16.0.1,15529,192.168.10.50,80,6,7/7/2017 3:57,2871986,4,0,24,0,6,6,6,0,0,0,0,0,8.356586696,1.392764449,957328.6667,1656410.141,2869986,1,2871986,957328.6667,1656410.141,2869986,1,0,0,0,0,0,0,0,0,0,80,0,1.392764449,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15530-80-6,172.16.0.1,15530,192.168.10.50,80,6,7/7/2017 3:57,266608,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,43610.84439,30.00660145,38086.85714,89358.74977,239545,52,26498,13249,18461.14384,26303,195,266423,66605.75,115947.9228,239545,172,0,0,0,0,72,112,11.25247554,18.75412591,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15530-80-6,172.16.0.1,15530,192.168.10.50,80,6,7/7/2017 3:57,2871980,5,0,30,0,6,6,6,0,0,0,0,0,10.44575519,1.740959199,717995,1433323.878,2867980,1,2871980,717995,1433323.878,2867980,1,0,0,0,0,0,0,0,0,0,100,0,1.740959199,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15531-80-6,172.16.0.1,15531,192.168.10.50,80,6,7/7/2017 3:57,266371,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,43649.64655,33.78746185,33296.375,83766.68154,239413,51,26354,13177,18067.99247,25953,401,266270,53254,104678.8489,239413,157,0,0,0,0,72,132,11.26248728,22.52497457,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15531-80-6,172.16.0.1,15531,192.168.10.50,80,6,7/7/2017 3:57,2871960,4,0,24,0,6,6,6,0,0,0,0,0,8.356662349,1.392777058,957320,1655522.553,2868952,5,2871960,957320,1655522.553,2868952,5,0,0,0,0,0,0,0,0,0,80,0,1.392777058,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15532-80-6,172.16.0.1,15532,192.168.10.50,80,6,7/7/2017 3:57,253341,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1998.0254,45894.66371,35.52524068,31667.625,84557.46414,240688,51,12072,6036,8366.487435,11952,120,253290,50658,106354.8306,240688,153,0,0,0,0,72,132,11.84174689,23.68349379,0,4380,1162.7,1791.113375,3208087.122,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15532-80-6,172.16.0.1,15532,192.168.10.50,80,6,7/7/2017 3:57,2867929,5,0,30,0,6,6,6,0,0,0,0,0,10.46051001,1.743418334,716982.25,1431955.404,2864915,3,2867929,716982.25,1431955.404,2864915,3,0,0,0,0,0,0,0,0,0,100,0,1.743418334,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15533-80-6,172.16.0.1,15533,192.168.10.50,80,6,7/7/2017 3:57,2857734,4,0,24,0,6,6,6,0,0,0,0,0,8.3982624,1.3997104,952578,1647297.921,2854713,3,2857734,952578,1647297.921,2854713,3,0,0,0,0,0,0,0,0,0,80,0,1.3997104,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15534-80-6,172.16.0.1,15534,192.168.10.50,80,6,7/7/2017 3:57,292554,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,39763.5992,30.76355134,36569.25,102954.5725,291368,3,1011,505.5,480.1255044,845,166,292507,58501.4,130177.1146,291368,3,0,0,0,0,72,132,10.25451711,20.50903423,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15534-80-6,172.16.0.1,15534,192.168.10.50,80,6,7/7/2017 3:57,2819901,4,0,24,0,6,6,6,0,0,0,0,0,8.510937086,1.418489514,939967,1627214.177,2818912,3,2819901,939967,1627214.177,2818912,3,0,0,0,0,0,0,0,0,0,80,0,1.418489514,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15535-80-6,172.16.0.1,15535,192.168.10.50,80,6,7/7/2017 3:57,292292,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,39799.24185,30.79112668,36536.5,102894.6467,291187,3,990,495,483.6610383,837,153,292218,58443.6,130108.1541,291187,3,0,0,0,0,72,132,10.26370889,20.52741779,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15535-80-6,172.16.0.1,15535,192.168.10.50,80,6,7/7/2017 3:57,2821942,4,0,24,0,6,6,6,0,0,0,0,0,8.504781459,1.417463577,940647.3333,1628378.695,2820937,1,2821942,940647.3333,1628378.695,2820937,1,0,0,0,0,0,0,0,0,0,80,0,1.417463577,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
